nama_tempat,review
Geprek Kak Rose Suhat Malang,"Mantap makan dikak rose Suhat, banyak promonya"
Geprek Kak Rose Suhat Malang,Pesen geprek 3 Doble wings 1 di kasih cuma 3 bungkus akhirnya balik lagi ke resto
Geprek Kak Rose Suhat Malang,"Pelayanan lama... Pelayan luaaambat...
Gonta ganti karyawan gak pernah cepet kerjanya"
Geprek Kak Rose Suhat Malang,makanan enak harga bersahabat
Geprek Kak Rose Suhat Malang,"Ros wings tidak ada level tingkat kepedasan, kurang cocok bagi yang tidak suka pedas"
Geprek Kak Rose Suhat Malang,"Kalo kerja jangan bercanda, sumpah demi Alex gpp tp ga gitu juga.... SAT!"
Geprek Kak Rose Suhat Malang,udah pesan geprek tapi nasi baru masak jadi nunggu 30 mnt an
Geprek Kak Rose Suhat Malang,"Harga terjangkau, pelayanannya rama"
Geprek Kak Rose Suhat Malang,Tempatnya bagus dan nyaman..makanannya juga enak enak. Menu paforit saya geprek mozarella..
Geprek Kak Rose Suhat Malang,Lumayan enak tp airnya pas kesana mati.. kesulitan cuci tangan
Geprek Kak Rose Suhat Malang,Mosok ganti menu ae gaoleh ambek kasir e
Geprek Kak Rose Suhat Malang,"Semakin mahal.. Jujur, saya semakin engga suka. Bukan lagi idola anak kos.... 👎👎👎 …"
Geprek Kak Rose Suhat Malang,"tempatnya enak makan disini, luas"
Geprek Kak Rose Suhat Malang,nice murah meriah anak kos
Geprek Kak Rose Suhat Malang,"Lumayan layanan cepat dan hemat di kantong, pelayanan juga memuaskan silahkan mencoba"
Geprek Kak Rose Suhat Malang,"harga mahasiswa/pelajar, rasa enak dan mantap , porsi pas"
Geprek Kak Rose Suhat Malang,Makanannya udah enak
Geprek Kak Rose Suhat Malang,Kadang ayamnya terlalu kecil udah kayak remahan saking kecilnya
Geprek Kak Rose Suhat Malang,makan di tempat minuman dan makanannya di suruh ambil sendiri tidak di sajikan sama karyawan hmm
Geprek Kak Rose Suhat Malang,"Menu dan tempat oke, tapi pelayanan masih perlu ditingkatkan"
Geprek Kak Rose Suhat Malang,"Ayam crispynya enak, sambal bawangnya tidak se enak awal buka, cukup kecewa."
Geprek Kak Rose Suhat Malang,Makannya enak. Pelayanan dari pelayan nya bisa di tingkatkan
Geprek Kak Rose Suhat Malang,"HAPUS MEMU DIMSUMNYA, PELAYANANNYA LELET MASAK SEMUA SERBA NDADAK ...
RESTO TAI"
Geprek Kak Rose Suhat Malang,Makanan enak tapi sayang pelayanan lama
Geprek Kak Rose Suhat Malang,Tempat.x msh baru.. seharus.x dibarengi dgn pelayanan yg cepat..
Geprek Kak Rose Suhat Malang,Ayamnya lebih gede dan sambelnya lebih banyak daripada cabang geprek kak Ros lainnya
Geprek Kak Rose Suhat Malang,"Baru pertama kesini langsung kepedesan..
Tapi enak sih😁
Lokasi strategis juga …"
Geprek Kak Rose Suhat Malang,"Good attitude,nyaman makan disini,tempatnya luas"
Geprek Kak Rose Suhat Malang,"Geprek murah rasanya enak,, pasti gk nyesel kok,, recomended.."
Geprek Kak Rose Suhat Malang,Sambelnya mantul... korek g pedesnya klo yg g suka pedes bisa dicoba
Geprek Kak Rose Suhat Malang,"Sekarang tambah lama penyajian nya.
Sambal nya masih gulek belum redi"
Geprek Kak Rose Suhat Malang,"Tempat bersih, makanan enak, harga murah, ok lah"
Geprek Kak Rose Suhat Malang,good joob pedasnya bikin ketagihannn😍😍😍
Geprek Kak Rose Suhat Malang,"Tempat makan nasi goreng yang nyaman,enak dan murah pastinya"
Geprek Kak Rose Suhat Malang,"Mantab,rasa enak pedas poll....harga nyaman dikantong"
Geprek Kak Rose Suhat Malang,enak murah nyaman
Geprek Kak Rose Suhat Malang,kasir nya ga ramah
Geprek Kak Rose Suhat Malang,ttp andalan kita geprek kak rose ketika lapar😋
Geprek Kak Rose Suhat Malang,"Impian anak kost,murah meriah"
Geprek Kak Rose Suhat Malang,"Tidak memperhatikan prokes, makan di tempat sangat padat"
Geprek Kak Rose Suhat Malang,"harga murah, enak, nyaman"
Geprek Kak Rose Suhat Malang,Pelayanan oke
Geprek Kak Rose Suhat Malang,Pelayanannya sangat ramah dan waktu minta tolong di layani dengan sangat baik
Geprek Kak Rose Suhat Malang,Makanan anak kost
Geprek Kak Rose Suhat Malang,Ayam kotanya favorit. Dimsummya tadi pertama coba lumayan sih rasanya.
Geprek Kak Rose Suhat Malang,"Dine in, ngantri 1 jam 1/2.
Kerja macam apa kalian ini"
Geprek Kak Rose Suhat Malang,Pedasnya uwow..
Geprek Kak Rose Suhat Malang,enak bgt
Geprek Kak Rose Suhat Malang,tempat favorit buat makan ayam geprek
Geprek Kak Rose Suhat Malang,mantappp & recommended bagi Kanton mahasiswa
Geprek Kak Rose Suhat Malang,Pelayanan kurang ramah. Tidak seperti dulu lagi
Geprek Kak Rose Suhat Malang,Pelayanan lama...terkadang gk ada nasinya lupa
Geprek Kak Rose Suhat Malang,Geprek sambal bawangnya enak
Geprek Kak Rose Suhat Malang,"Bisa refill nasi, teh dan es"
Geprek Kak Rose Suhat Malang,Ayam gepreknya enak dan pedes pol😍 …
Geprek Kak Rose Suhat Malang,pelayanan terlalu lama
Geprek Kak Rose Suhat Malang,"24jam resto, bisa makan kapan saja dan murah"
Geprek Kak Rose Suhat Malang,Rasa makanan dan price yang sangat enak dan pas di pasarnya :)
Geprek Kak Rose Suhat Malang,"Tempat udah lumayan ,namun pelayanan nya agak lama,"
Geprek Kak Rose Suhat Malang,"Pelayanan lama bngett , kesel nunggu nya"
Geprek Kak Rose Suhat Malang,Enak dan pelayanan oke
Geprek Kak Rose Suhat Malang,Resto  sp3cialayam  geprek  yg  enak   dan  lezat  untuk harga  sangat   terjangkau
Geprek Kak Rose Suhat Malang,Request tambahan sambal 2500 di kasih secuil doang
Geprek Kak Rose Suhat Malang,Menunya sangat enak
Geprek Kak Rose Suhat Malang,"Selalu suka, murah meriah pas dikantong mahasiswa"
Geprek Kak Rose Suhat Malang,Penyajianya cepat dan harga terjangkau di kantong..
Geprek Kak Rose Suhat Malang,"Rasa wenak, sayang harga naek"
Geprek Kak Rose Suhat Malang,Enak murah. Suasana kurang
Geprek Kak Rose Suhat Malang,Dari semua resto Geprek Kak Rose yang pelayanannya paling lama adalah yg ini
Geprek Kak Rose Suhat Malang,"Okelah, pelayannya kurang cekatan 🙏 …"
Geprek Kak Rose Suhat Malang,Enak tempatnya bersih
Geprek Kak Rose Suhat Malang,makanannya enak pedes
Geprek Kak Rose Suhat Malang,"Mantap, bersih, cepat dan ramah pasti nya"
Geprek Kak Rose Suhat Malang,Worth it buat anak kost
Geprek Kak Rose Suhat Malang,"Enak, murah, nasi ambil sendiri"
Geprek Kak Rose Suhat Malang,"Kalian sudah pasti tau gimana rasanya, the best"
Geprek Kak Rose Suhat Malang,"Pelayanannya lama,kalo laper keburu koit"
Geprek Kak Rose Suhat Malang,JUTEK SEMUA PELAYANANNYA BUSET MINIMAL MAKASIH
Geprek Kak Rose Suhat Malang,tetep enak terus ya!!
Geprek Kak Rose Suhat Malang,Luar biasa enak
Geprek Kak Rose Suhat Malang,"Tempatnya bersih, makanannya enak, murah"
Geprek Kak Rose Suhat Malang,lama sekali untuk pelayanan ojol pemirsahhhhh...
Geprek Kak Rose Suhat Malang,Makanan yg bikin kenyang enak pokoknya
Geprek Kak Rose Suhat Malang,"Ayam geprek terpedas no 1, pedasnya bikin ketagihan"
Geprek Kak Rose Suhat Malang,tambah nasi sepuasnya wkwk
Geprek Kak Rose Suhat Malang,Murah dan cocok buat bawa pasangan pas bokek
Geprek Kak Rose Suhat Malang,harga kantong mahasiswa
Geprek Kak Rose Suhat Malang,Makanannya enakkk
Geprek Kak Rose Suhat Malang,Cuman kadang air nya yg tibatiba mati
Geprek Kak Rose Suhat Malang,"Enak rasanya, luas juga untuk lantai 2 nya"
Geprek Kak Rose Suhat Malang,Enak nasinya bisa refill
Geprek Kak Rose Suhat Malang,"ayam nya dikit, daging nya juga gda"
Geprek Kak Rose Suhat Malang,"Bersih ,layanan cepat dan enak"
Geprek Kak Rose Suhat Malang,rasanya enak dan murah
Geprek Kak Rose Suhat Malang,sepertinya untuk kebersihannya bisa ditingkatkan lagi
Geprek Kak Rose Suhat Malang,Rasa dan sambalnya tetap enak gk berubah
Geprek Kak Rose Suhat Malang,Bakso yg cukup mumer sekali...
Geprek Kak Rose Suhat Malang,Enak sekaliiiii
Geprek Kak Rose Suhat Malang,"Harga murah, makanan enak."
Geprek Kak Rose Suhat Malang,"Tempat Bersih, Makanan nya Enak"
Geprek Kak Rose Suhat Malang,"Enak, murah, tempat sedikit tertutup"
Geprek Kak Rose Suhat Malang,MAKANAN NYA ENAK BGTT!
Geprek Kak Rose Suhat Malang,Rasa enak harga enteng di kantong
Geprek Kak Rose Suhat Malang,"Tempat bersih, nyaman, dan harga murah"
Geprek Kak Rose Suhat Malang,pelayanan lamaa
Geprek Kak Rose Suhat Malang,Pelayanan resto sangat cepat.
Geprek Kak Rose Suhat Malang,Ayam gulainya agak asin
Geprek Kak Rose Suhat Malang,Pelayanan kurang baik..
Geprek Kak Rose Suhat Malang,"menu kosong, menunggu terlalu lama"
Geprek Kak Rose Suhat Malang,enak banget dan murah juga
Geprek Kak Rose Suhat Malang,Lantai 3 recomended tempatnya nyaman banget
Geprek Kak Rose Suhat Malang,"Pelayanan lama,kasir nya ketusss"
Geprek Kak Rose Suhat Malang,Enak santai dan. Juga nyaman
Geprek Kak Rose Suhat Malang,Pelayanannya banyak lambatnya
Geprek Kak Rose Suhat Malang,Pelayanan baik
Geprek Kak Rose Suhat Malang,Semakin hari semakin buruk pelayanannya
Geprek Kak Rose Suhat Malang,Lumayan. Harga murah rasa oke .
Geprek Kak Rose Suhat Malang,"tempat bersih, porsi pas, harga pas"
Geprek Kak Rose Suhat Malang,Gepreknya pedes mantapp
Geprek Kak Rose Suhat Malang,Semua kak rose selalu bintang 5
Geprek Kak Rose Suhat Malang,"Murah, rasa mantap"
Geprek Kak Rose Suhat Malang,Mahasiswa Friendly!!
Geprek Kak Rose Suhat Malang,Area konsumen di atas cukup nyaman
Geprek Kak Rose Suhat Malang,Rasa mantap harga pas dikantong
Geprek Kak Rose Suhat Malang,"Harga sesuai rasa
.. hha"
Geprek Kak Rose Suhat Malang,Makan enakk pwoll
Geprek Kak Rose Suhat Malang,kasir & pegawainya kurang sopan
Geprek Kak Rose Suhat Malang,baik
Geprek Kak Rose Suhat Malang,harga murah buka 24 jam
Geprek Kak Rose Suhat Malang,Pelayanan cukup lama
Geprek Kak Rose Suhat Malang,Murah meriah cocok untuk anak kos
Geprek Kak Rose Suhat Malang,Lambat pelayanannya
Geprek Kak Rose Suhat Malang,Mantap tapi mantap
Geprek Kak Rose Suhat Malang,"Cepat, Bersih, Ramah, cuma agak pengap"
Geprek Kak Rose Suhat Malang,Tempat ayam terfavorit
Geprek Kak Rose Suhat Malang,Pelayanan mantab lumayan cepat
Geprek Kak Rose Suhat Malang,Tmpat yg nyaman
Geprek Kak Rose Suhat Malang,Si paling Recommended sihh😉 …
Geprek Kak Rose Suhat Malang,Tempat kerja yang nyaman dan wifi yang cepat
Geprek Kak Rose Suhat Malang,"Makanan murah, dan enak."
Geprek Kak Rose Suhat Malang,Harus ada perubahan
Geprek Kak Rose Suhat Malang,Sangat memuaskan
Geprek Kak Rose Suhat Malang,nasi syantik n kerapu nya josssss
Geprek Kak Rose Suhat Malang,sangat enak
Geprek Kak Rose Suhat Malang,The best lah pokoknya
Geprek Kak Rose Suhat Malang,mantapfff
Geprek Kak Rose Suhat Malang,Mantab
Geprek Kak Rose Suhat Malang,Suasana RUPS saham BAIK
Geprek Kak Rose Suhat Malang,Semangat tingkatkan layanannya
Geprek Kak Rose Suhat Malang,Harga murah rasa oke.
Geprek Kak Rose Suhat Malang,Kasir dan crew resto banyak omong
Geprek Kak Rose Suhat Malang,Selalu mengingat masa ramai.
Geprek Kak Rose Suhat Malang,Nasi ambil sendiri
Geprek Kak Rose Suhat Malang,Banyak tikusnya.. JIJIK SUMPAH
Geprek Kak Rose Suhat Malang,"Tolong, pelayanan ditingkatkan ya 🙂 …"
Geprek Kak Rose Suhat Malang,"Ramqh baik, kk beta"
Geprek Kak Rose Suhat Malang,Rame enak
Geprek Kak Rose Suhat Malang,Harga terjangkau
Geprek Kak Rose Suhat Malang,👌😎👍
Geprek Kak Rose Suhat Malang,sandi wifi kurang update
Geprek Kak Rose Suhat Malang,makan murah di tengah kota
Geprek Kak Rose Suhat Malang,Murah tapi enak cuma di sini
Geprek Kak Rose Suhat Malang,Pegawainya lemot sekali
Geprek Kak Rose Suhat Malang,Pelayanan cuepeeet buanget....
Geprek Kak Rose Suhat Malang,Pelayananya cepat
Geprek Kak Rose Suhat Malang,Tempatnya bersih
Geprek Kak Rose Suhat Malang,Iya yaa
Geprek Kak Rose Suhat Malang,Murah makannanya
Geprek Kak Rose Suhat Malang,Cha kangkungnya enak
Geprek Kak Rose Suhat Malang,Terimakasih banyakk
Geprek Kak Rose Suhat Malang,Lama sekali antrinya
Geprek Kak Rose Suhat Malang,Solusi anak kos
Geprek Kak Rose Suhat Malang,Sedap
Geprek Kak Rose Suhat Malang,mantul
Geprek Kak Rose Suhat Malang,Enakkk
Geprek Kak Rose Suhat Malang,Patut jadi idola
Geprek Kak Rose Suhat Malang,Pelayanannya lama
Geprek Kak Rose Suhat Malang,pelayanan sangat lama
Geprek Kak Rose Suhat Malang,Pelayanan cepat dan ramah
Geprek Kak Rose Suhat Malang,mantapp enaknyo
Geprek Kak Rose Suhat Malang,Top Banyak Promo
Geprek Kak Rose Suhat Malang,Enak tempatnya
Geprek Kak Rose Suhat Malang,"Harga hemat,,, rasa nikmat,,, 👍👍👍 …"
Geprek Kak Rose Suhat Malang,Enak
Geprek Kak Rose Suhat Malang,Simpel cepat penyajiannya
Geprek Kak Rose Suhat Malang,Pelayanan kurang sip
Geprek Kak Rose Suhat Malang,Usaha Punya teman sekampung
Geprek Kak Rose Suhat Malang,Gpl.pelayanan
Geprek Kak Rose Suhat Malang,Okelah
Geprek Kak Rose Suhat Malang,👍🏽👍🏽 …
Geprek Kak Rose Suhat Malang,Kasirnya ketus
Geprek Kak Rose Suhat Malang,Mantap
Geprek Kak Rose Suhat Malang,Enak sekali
Geprek Kak Rose Suhat Malang,"Kadang lama, kadang cepat"
Geprek Kak Rose Suhat Malang,Ono seng murah
Geprek Kak Rose Suhat Malang,Enak dan murah
Geprek Kak Rose Suhat Malang,Pelayanan sangat cepat
Geprek Kak Rose Suhat Malang,🤗 …
Geprek Kak Rose Suhat Malang,Ok juga
Geprek Kak Rose Suhat Malang,lemot
Geprek Kak Rose Suhat Malang,Pelayan buruk
Geprek Kak Rose Suhat Malang,Enak dan nikmat makanannya
Geprek Kak Rose Suhat Malang,👍👍👍 …
Geprek Kak Rose Suhat Malang,Setuju
Geprek Kak Rose Suhat Malang,Lebih enak dari seniornya
Geprek Kak Rose Suhat Malang,Layanan cepat...
Geprek Kak Rose Suhat Malang,Pelayanan lama
Geprek Kak Rose Suhat Malang,Bagus
Geprek Kak Rose Suhat Malang,Kelamaan
Geprek Kak Rose Suhat Malang,Makn geprek hemat
Geprek Kak Rose Suhat Malang,yoi
Geprek Kak Rose Suhat Malang,"Positif..
Enak...👍👍 …"
Geprek Kak Rose Suhat Malang,Istimewa
Geprek Kak Rose Suhat Malang,ENAKKK PARAH!!!
Geprek Kak Rose Suhat Malang,Murah
Geprek Kak Rose Suhat Malang,Andalan
Geprek Kak Rose Suhat Malang,makanan murah
Geprek Kak Rose Suhat Malang,Cepat saji
Geprek Kak Rose Suhat Malang,"Nikmat,,sepi pengunjung"
Geprek Kak Rose Suhat Malang,Cepat
Geprek Kak Rose Suhat Malang,Baik
Geprek Kak Rose Suhat Malang,Lezat
Geprek Kak Rose Suhat Malang,Mantul
Geprek Kak Rose Suhat Malang,enakkk
Geprek Kak Rose Suhat Malang,Enak murah
Geprek Kak Rose Suhat Malang,Nunggu lama
Geprek Kak Rose Suhat Malang,mantap
Geprek Kak Rose Suhat Malang,Tempat kelangsungan hidup
Geprek Kak Rose Suhat Malang,Lelet
Geprek Kak Rose Suhat Malang,Mantabs
Geprek Kak Rose Suhat Malang,Lemot
Geprek Kak Rose Suhat Malang,enak
Geprek Kak Rose Suhat Malang,Terlalu pedasss🥵 …
Geprek Kak Rose Suhat Malang,Lama...lemot
Geprek Kak Rose Suhat Malang,Sedaap nyaman
Geprek Kak Rose Suhat Malang,Lama
Geprek Kak Rose Suhat Malang,muraan enak
Geprek Kak Rose Suhat Malang,Enak gepreknya.
Geprek Kak Rose Suhat Malang,paling jos
Geprek Kak Rose Suhat Malang,Enak pollllll
Geprek Kak Rose Suhat Malang,Istimewa asli
Geprek Kak Rose Suhat Malang,Enak enak enak
Geprek Kak Rose - Sukun,"Pertama kali datang kesini di ajak teman yang tidak jauh dari lokasi.

Menurut saya tidak ada yang salah dari tempat makan ini seperti review orang sebelumnya.

Sepertinya tidak sama pas awal pembukaan yang ramai sekali, datang kesini relatif sepi. Hanya setelah kami berdua memesan untuk makan disini, mulai ada beberapa pelanggan yang datang dan pesan.

Kami memesan nasi telor dan nasi jamur. Menurut saya gorengan telornya terlalu banyak minyak, seharusnya ditiriskan terlebih dahulu.

Untuk pelayanan disediakan system refill yakni nasi, sambal dan minuman teh. Ya akhirnya karena masih lapar sedari pagi belum makan, saya imbuh atau ambil nasi lagi.

Dari segi fasilitas cukup lengkap, ada wastafel, toilet, tempat wudhu dan sholat.

Semoga tempat makan ini bisa ramai lagi seperti awal pembukaan. Tingkatkan terus kebersihan, layanan dan menu makan."
Geprek Kak Rose - Sukun,mohon maaf min .akhir2 ini kenapa ya kok malah ngadi2 di sini . kemaren2 ayam basi . terus yang ini tadi juga sambal udah basi . kurang pengecek an apa kurang koordinasi? . lain kali mohon di cek ya min sebelum di sajikan takutnya nanti yang enggak2 . tri makasih
Geprek Kak Rose - Sukun,"Tempatnya cukup luas ada lantai 1 dan lantai 2 nya. Pelayanan juga cukup ramah, harganya murah, ada tempat sholat dan kamar mandinya, wastafel juga sudah ada di kedua lantainya. Untuk porsi ayamnya cukup besar dan pastinya bebas ambil untuk nasi, bumbu, dan serundeng nya. Tersedia juga free wifi, tinggal tanyakan ke staff untuk kata sandinya. Untuk lokasi parkirnya di depan jadi satu dengan parkir ruko lainnya, ada tukang parkir untuk memudahkan keluar masuk jalan raya S. Supriadi yang cukup ramai"
Geprek Kak Rose - Sukun,"Kalo emang niatnya buka 24jam tolong dong diperbaiki, masa ke resto jm 3 niat mau beli udh didepan kasir gak ada yg jaga dan standny! Ada 2 org laki2 gatau siapa malah diem aja gk ada yg respon!"
Geprek Kak Rose - Sukun,"Ayam geprek nasi nya tidak ada lauk tahu nya tidak bisa refil nasi padahal tulisannya refil nasi serta es batu untuk es teh nya sudah cair, dan juga meja meja belum bersih banyak sisa makanan belum dibersihkan dan pegawai tidak pakai masker padahal ada aturan tertera pegawai tidak pake masker gratis tpi tidak gratis SAYA PAKE JAKET MERAH BARUSAN."
Geprek Kak Rose - Sukun,"Saat saya bertanya ayam yang tidak pedas, saya direkomendasikan ayam barbeque tapi itu masih pedas. Saya jadi sakit perut 3 hari tiga malam"
Geprek Kak Rose - Sukun,"Saya dari dulu pecinta geprek kak ros, tapi kenapa untuk sambal gepreknya yang sambal pedas / sambal koreknya di kasih yang sambal bawang.
Dan apesnya lagi hari ini saya pesan ayam nya dingin + nasi hampir dingin padahal itu barusan ambil dari majicom.
Serta pelayanannya kurang ramah dan untuk kasirnya ada yang pakek masker ada yang tidak.😭
Saya sebagai pecinta geprek kak ros sangat kecewa karna makanan dingin dan sambal yang saya suka kadang g ada / ga konsisten.
Mohon maaf terimakasih🙂‍↕️🙏🏻"
Geprek Kak Rose - Sukun,"menunya enak dan rasanya tetap enak sejak pertama kali beli dulu, makan di tempat bisa refill nasi, pelayanannya ramah dan harganya sesuai"
Geprek Kak Rose - Sukun,"Tempatnya oke banget pinggir jalan gampang dicari. Ada jukirnya juga yg bantu cari parkiran

Rasanya ayam gepreknya enak dan pedasnya nampol. Tapi yg cabang sukun ini ayamnya kecil di banding yang di Suhat, padahal dama² request dada

Kasirnya agak kurang fokus. Orang pesen sambal merah dtgnya sambal ijo, terus makanan siap gak di panggil² utk ambil, di tanya ini itu jawabannya kurang jelas, gak ramah pula.

Maju terus Geprek kak Rose Sukun !"
Geprek Kak Rose - Sukun,"Sambalnya enak. Ayamnya juga enak, tapi kecil. Ya sesuai lah sama harganya. Cuma menunya kurang bervariatif. Biasanya untuk sayurnya sering kosong, jadi cuma ayam saja. Harga juga murah, cocok buat kantong anak kost. Kalau untuk makan ditempat emang tempatnya kayak kurang nyaman. Biasanya saya beli untuk dibawa pulang. Lokasi mudah untuk ditemukan, berada di pinggir jalan raya besar"
Geprek Kak Rose - Sukun,Tempat duduk sedikit dan parkir harus menyeberang jalan.  Untuk rasa tetep yg terbaik. Sayang pelayanan cukup kecewa. Tanya di kasir katanya bisa request jamur tidak pedas. Ternyata disajikan pedas. Tidak bisa termakan karena yg pesan tidak tahan pedas.
Geprek Kak Rose - Sukun,"Kemarin aku masih sempat senang dan puas datang ke geprek kak ros di sukun, tapi sekarang ada perubahan kemarin aku datang ke sana nasi udah nggak bisa ngambil sepuasnya lagi jadi nggak begitu nikmat cukup terkejut sih aku kemarin pas aku datang ke resto dengan suami dan teman suamiku kalau masih bisa ngambil sendiri kan enak lega hehehe jadi kalau mau nambah udah nggak perlu nambah karena porsinya sudah pas kalau nggak ngambil sendiri kalau mau nambah ya mau nggak mau harus turun tangga"
Geprek Kak Rose - Sukun,"Udh sering kesini, tp semakin lama semakin kecil ayamnya kemarin malah dapet cuma kyk filletan dada ayam jadi 3, tipis bangett ga lagi deh kesini, ini baru saya makan dikit padahal, minum juga dulu ga bayar cup sekarang jdi bayar"
Geprek Kak Rose - Sukun,"ayam geprek nya enak bumbunya terasa tapi pembelian pertama saya sambal bawangnya apek, kaya sambal lama / lombok lama (saya tau karena saya sering buat sambal bawang) overall lumayan"
Geprek Kak Rose - Sukun,"bukannya bilang secara terang2 an klo customer disuruh pulang atau bagaimana sy tdk tau pemikiran crew outlet ini, intinya malah muter musik kuenceng bgt biar kitanya ga nyaman dan pulang. HEYY CARA KEKANAK2 AN ? TERNYATA HRD NYA MEMPERKERJAKAN SEMUA CREW OUTLET DENGAN KARAKTER SIKAP YANG MINUS? GAPUNYA TATA KRAMA???!!!! INI RESTO YANG DI DATANGI ARTIS KAN??!! KENAPA SKRG JD MENGECEWAKAN, SUDAH RASANYA BEDA GAK ENAK MAKANYA MALAM SY DTG SEPI BIASANYA UDAH ANTRI SEKITAR JAM SET 10 TADI. SEMOGA TATA KRAMA BURUK DIBALAS DENGAN YANG SE HARUSNYA. CREW GASOPAN BERESIN PIRING BANTING2 SY TAU CAPEK KERJA TAPI GASOPAN KARNA DI TMPT ITU MSH ADA ORANG MAKAN GAK PERMISI MALAH KAYA ANAK KECIL"
Geprek Kak Rose - Sukun,"Pelayanan yang sangat lama sekali saya pesan duluan malah orang yang baru pesan dulu yang layani , karyawan gak Rama blas , nasi kurang masak masih ada beras nya /mbelenyek , intinya gak sesuai ekspektasi"
Geprek Kak Rose - Sukun,"Menurutku ini cocok buat take away yaa makanannya, gapernah kecewa sih belinya, ayamnya juga lumayan gede, pernah kesana tpi ya menurutku tempatnya keliatan kurang nyaman aja si
Yang pengen coba kesana bolehlah,intinya pendapat masing2😁🤗"
Geprek Kak Rose - Sukun,"Coba menu baru Chicken Hokage rasanya enak ayam di buat dadakan fresh jadi masih hangat, sambelnya mantap seperti biasa nasi sama es teh bisa refill ambil sendiri kenyang pokoknya..😄👍"
Geprek Kak Rose - Sukun,"pelayanan kurang memuaskan, di kasir gak ada orang udah ditunggu sampai setengah jam gak ada pegawainya. kalau gak ada pegawai mending tutup aja"
Geprek Kak Rose - Sukun,"Baru mencoba,
Dari segi lokasi mudah di jangkau, dekat jalan raya, parkir tersedia.
Tempat makan lantai 1 dan 2. Ruang tunggu luas.
Belum cek rasanya, semoga enak. Kalau enak rekomendasi mbalik maneh, kalau ndak cukup Alhamdulillah.
Proses masaknya terbuka, masih campur dengan kasir"
Geprek Kak Rose - Sukun,"Wah mantap deh, dulu seringnya order online begitu pas ke sana wah pelayanannya sangat ramah banget, apalagi terhadap penyandang disabilitas tunanetra seperti saya dan istri, serasa diistimewakan apa-apa diambilkan hehehe. tingkatkan terus untuk pelayanan dan keramahannya ya kak."
Geprek Kak Rose - Sukun,"Btw saya langganan ayam geprek kak ros, makanannya enak bisa refil nasi, tapi harga di menu sama pembayarannya kenapa beda, kenapa di lebihkan 3k??"
Geprek Kak Rose - Sukun,sekarang nasi gak bisa ambil sendiri ya ☹️☹️
Geprek Kak Rose - Sukun,"enak sih, cm ayamnya kyk rasa rasa apek yaa, kyk udh 2 hari kmrn trs diangetin lg gt. di lt 2 nya kotor bgtt bnyk sisa makanan orang ga di clean up, toh klo tengah malem ga serame pas siang juga, bisa kali dibersihin?. klo emang konsepnya self service bisa diberitau ke customer pas order, atau ga dipasang tulisan dilantai 2, org org pasti baca juga."
Geprek Kak Rose - Sukun,Pertama kali makan disini padahal rumah di klayatan☺️☺️. Untuk suasana sih nyaman ya  pelayanannya juga bagus ramah . Untuk menu makanannya enak kok cuman kemaren es tehnya itu kek ada putih2 gitu ngambang jadi ga di minum . Maaf yaaa.... tapi boleh kritik dikit ya lantai atas dekat cuci tangan itu lantainya kek berkerak gitu jatuhnya jarang kena sapu atau mungkin konsepnya seperti itu . Maaf yaa🤗🤗🤗
Geprek Kak Rose - Sukun,"Pelayanan sangat SANGAT SANGAT TIDAK RAMAH , gak sopan sama sekali,untung pesanan cepet,. Pelayanan spek rendah buruk"
Geprek Kak Rose - Sukun,"Warung yang menjual aneka olahan ayam. Salah satunya Ayam Geprek. Tersedia 3 macam sambal seperti sambal tomat (tidak pedas), sambal korek dan sambal bawang. Nasi bisa ambil sendiri sepuasnya (bisa refill) dan Es Teh pun bisa refill (kadang lemon tea). Tersedia banyak meja & kursi, bisa untuk wfc karena tersedia banyak colokan."
Geprek Kak Rose - Sukun,"Rasa makanan aneh, sambal nya dari cabe yg ga fresh, ayam crispynya gaada rasa terus kayak ayam yg udh berhari hari"
Geprek Kak Rose - Sukun,"Pelayanan lambat banget, lebih dari 40menit belum selesai. Pramusaji nya malah keasikan ngobrol..."
Geprek Kak Rose - Sukun,untuk pelayanan mbak mbak kasirnya kurang ramah kepada konsumen dan tolong kedepannya bisa lebih diperbaiki lagi.
Geprek Kak Rose - Sukun,Lama mejanya ngak cepat di beresi banyak sisa makanan ngak usah sesuai dengan misinya 10 menit jadi saya menunggu sampai 30 menit
Geprek Kak Rose - Sukun,"Nyoba mie pedesnya Geprek Kak Rose, rasanya hampir mirip sama mie pedes kecap umumnya, gorengannya juga mirip rasanya tapi cuma dapat 1, terus toppingnya yang ayam itu ga ada, diganti pilus dan mienya kematengan. Sepertinya harganya lebih murah ya aku gatau harga aslinya, karena aku beli via grab
Menu recommend lainnya Korean spicy chicken"
Geprek Kak Rose - Sukun,"Tempatnya sangat bagus, terdapat tempat makan di lantai 2 dan 3. Khusus lantai 3 terdapat ruangan outdoor yang bisa dijadikan spot foto estetik. Menu makanan disini mulai dari harga 10k, sambal pedasnya sangat op(cocok buat ngeprank teman😅). Tapi untuk parkirnya kita harus bayar, seharusnya gratis seperti yang lainnya, tolong diperhatikan. Kebersihannya 7/10. Terdapat CCTV dan Free WiFi mengelilingi toko."
Geprek Kak Rose - Sukun,"Pesan es Milo rasanya hambar + gak dingin tidak ada es batunya.
Kritik bukan berarti tidak suka agar supaya lebih baik lagi melayani customer"
